id,amount_requested,amount_funded_by_investor,interest_rate,loan_length,loan_purpose,debt_to_income_ratio,home_ownership,monthly_income,open_credit_lines,revolving_credit_balance,inquiries_in_last_six_mths,employment_length
53245,20000,20000,0.08,36,credit_card,0.14,RENT,7258.33,5,14268,0,9
71531,3900,3900,0.12,36,debt_consolidation,0.08,MORTGAGE,2583.33,8,3724,0,1
45828,16000,16000,0.19,60,credit_card,0.21,RENT,3416.67,8,26060,1,10
28189,15000,15000,0.16,36,other,0.11,MORTGAGE,8583.33,6,3844,2,7
55542,28200,28200,0.21,60,debt_consolidation,0.16,MORTGAGE,4833.33,18,27158,0,9
26424,15000,14975,0.13,36,small_business,0.03,RENT,6666.67,3,2698,0,1
27371,7400,7400,0.14,36,other,0.21,RENT,4166.25,17,6653,1,n/a
24445,15000,15000,0.11,36,debt_consolidation,0.15,RENT,5150,9,5116,2,2
25133,4500,4500,0.06,36,debt_consolidation,0.21,RENT,3644.83,8,1058,2,1
72072,3000,3000,0.14,36,debt_consolidation,0.12,RENT,4789.33,9,1353,2,10
43844,9000,9000,0.14,36,debt_consolidation,0.19,RENT,5833.33,13,11637,3,8
60894,4000,4000,0.09,36,credit_card,0.24,RENT,4583.33,17,11351,0,1
59206,10000,10000,0.17,36,credit_card,0.22,MORTGAGE,2916.67,18,21245,0,10
24426,6400,6400,0.16,60,debt_consolidation,0.24,RENT,3500,9,973,0,4
91173,4325,4325,0.1,36,debt_consolidation,0.02,MORTGAGE,11000,9,75,3,n/a
56404,12000,12000,0.13,36,debt_consolidation,0.17,MORTGAGE,4583.33,9,41871,0,3
75634,10000,10000,0.15,36,debt_consolidation,0.1,RENT,9000,12,5141,0,10
93296,12000,12000,0.1,36,home_improvement,0.08,MORTGAGE,6250,9,11626,0,1
69885,6000,6000,0.12,36,debt_consolidation,0.05,MORTGAGE,4333.33,12,9656,2,5
31787,2200,2200,0.13,36,debt_consolidation,0.03,OWN,6666.67,2,10142,0,5
38073,5000,5000,0.14,36,debt_consolidation,0.17,OWN,5000,9,14748,3,1
25600,12000,12000,0.2,60,debt_consolidation,0.16,RENT,3376,12,8437,1,4
36576,3000,3000,0.08,36,credit_card,0.22,MORTGAGE,5583.33,15,12968,0,3
81991,30000,30000,0.21,60,debt_consolidation,0.17,MORTGAGE,13999.17,14,61579,0,10
73434,10800,10800,0.12,36,debt_consolidation,0.27,RENT,5833.33,6,27585,0,5
50956,10500,10500,0.18,36,debt_consolidation,0.12,MORTGAGE,8750,15,9984,3,8
45189,10000,10000,0.07,36,debt_consolidation,0.05,MORTGAGE,10833.33,5,40827,0,7
80144,24000,23950,0.12,36,debt_consolidation,0.27,MORTGAGE,5791.67,13,34104,0,10
77251,16000,16000,0.14,36,debt_consolidation,0.03,MORTGAGE,3333.33,6,3909,0,7
49782,15000,15000,0.14,36,debt_consolidation,0.13,MORTGAGE,3500,7,13036,1,10
101411,9500,9500,0.22,36,other,0.16,RENT,4500,7,3673,1,3
81782,35000,35000,0.19,36,debt_consolidation,0.16,MORTGAGE,18750,21,73813,1,4
71268,5000,5000,0.08,36,debt_consolidation,0.22,MORTGAGE,4166.67,8,15502,1,n/a
38833,15000,15000,0.12,36,debt_consolidation,0.12,RENT,6250,6,6622,0,6
69249,5000,5000,0.15,36,debt_consolidation,0.17,RENT,1750,3,10361,0,1
5299,19000,18975,0.11,36,debt_consolidation,0.2,RENT,4548.83,12,33809,1,5
61835,11625,11625,0.16,36,debt_consolidation,0.31,RENT,2860,14,8374,2,7
64769,25000,25000,0.08,36,wedding,0.13,RENT,6750,16,17193,0,5
35250,8000,8000,0.13,36,debt_consolidation,0.08,OWN,7916.67,4,1442,0,6
7007,9800,9675,0.09,36,major_purchase,0.15,MORTGAGE,3583.33,12,5164,0,3
2577,6000,5975,0.08,36,wedding,0.01,RENT,5000,6,7161,0,3
37863,10200,10200,0.12,36,debt_consolidation,0.18,MORTGAGE,5833.33,9,9817,2,4
34551,10500,10500,0.07,36,medical,0.16,MORTGAGE,4853.33,9,2816,1,3
38905,5000,5000,0.08,36,small_business,0.08,MORTGAGE,5500,11,16396,3,1
53762,17500,17500,0.08,36,small_business,0.08,RENT,5416.67,4,17,0,1
32323,4000,4000,0.19,36,other,0.11,RENT,1600,2,299,0,6
49042,22000,22000,0.12,36,debt_consolidation,0.17,RENT,3916.67,4,22142,0,1
16346,5000,4900,0.06,36,other,0.09,RENT,5520,10,7351,0,7
100424,8000,8000,0.16,36,credit_card,0.29,NA,6916.67,14,21498,2,4
75831,19125,19125,0.18,60,other,0.29,RENT,4166.67,14,28108,3,6
67863,16000,16000,0.12,36,debt_consolidation,0.18,RENT,4166.67,14,16309,0,1
103546,4500,4500,0.15,36,vacation,0.17,OWN,6000,18,5197,4,2
50874,5800,5800,0.22,60,other,0.12,RENT,1416.67,3,6077,2,6
101548,10000,525,0.15,36,credit_card,0.06,RENT,5416.67,4,2211,6,1
80841,16750,16750,0.19,36,debt_consolidation,0.09,MORTGAGE,5666.67,8,13567,1,4
65855,3600,3600,0.12,36,debt_consolidation,0.27,OWN,3333.33,15,12153,1,10
26919,10000,10000,0.16,36,debt_consolidation,0.12,RENT,7500,12,17133,1,10
31098,6000,6000,0.05,36,vacation,0.02,OWN,4250,14,1838,0,10
68962,10000,10000,0.08,36,medical,0.13,MORTGAGE,7416.67,12,16297,2,10
61493,10000,10000,0.18,36,credit_card,0.06,RENT,7166.67,4,15279,1,10
28574,5000,5000,0.07,36,home_improvement,0.16,MORTGAGE,18750,10,129071,0,10
69724,35000,34950,0.24,60,debt_consolidation,0.24,RENT,7331.25,16,28687,2,4
33068,7000,7000,0.08,36,wedding,0.21,RENT,6000,9,6659,0,1
1342,3000,1647.62,0.1,36,major_purchase,0,RENT,4583.33,3,37,0,1
31200,28000,28000,0.16,36,debt_consolidation,0.06,MORTGAGE,6250,6,11923,1,3
10264,15200,6800,0.16,60,home_improvement,0.19,MORTGAGE,12083.33,20,19712,2,2
49920,15775,15775,0.15,36,other,0.03,RENT,4000,11,4058,1,10
30441,30000,22425,0.11,36,home_improvement,0.08,MORTGAGE,22916.67,13,1945,0,4
33148,3000,3000,0.1,36,wedding,0.05,OWN,4166.67,9,7321,3,6
79022,15350,15350,0.18,36,debt_consolidation,0.15,MORTGAGE,4400,7,12823,0,10
45222,26500,26500,0.1,60,small_business,0.17,MORTGAGE,5416.67,13,9966,0,10
22768,6400,6400,0.06,60,home_improvement,0.03,MORTGAGE,6250,5,241,0,3
96412,13200,13200,0.14,36,debt_consolidation,0.29,RENT,3833.33,9,8568,1,10
29340,12000,12000,0.11,36,debt_consolidation,0.18,MORTGAGE,7300,9,38342,0,4
73863,4000,4000,0.06,36,car,0.34,MORTGAGE,1887,19,55123,1,10
32269,2500,2500,0.07,36,home_improvement,0.11,MORTGAGE,6166.67,14,24495,0,10
45097,28000,27925,0.19,36,debt_consolidation,0.09,MORTGAGE,6666.67,6,14189,2,n/a
62353,9000,8975,0.09,36,debt_consolidation,0.07,RENT,12500,4,12964,0,5
53042,6600,6600,0.06,36,home_improvement,0.17,MORTGAGE,6250,14,17258,0,10
92363,27050,27050,0.17,60,credit_card,0.28,MORTGAGE,5025,13,40037,1,10
27374,4800,4800,0.16,36,major_purchase,0,RENT,4583.33,2,0,0,6
67953,7550,7550,0.1,36,debt_consolidation,0.04,MORTGAGE,8333.33,10,10204,0,2
5880,10000,10000,0.08,36,debt_consolidation,0,MORTGAGE,7083.33,9,2994,4,10
3031,12500,12275,0.11,36,credit_card,0.12,RENT,4333.33,6,12568,2,8
92244,27575,27575,0.19,36,debt_consolidation,0.19,RENT,5166.67,6,14935,1,10
61500,20000,20000,0.13,36,debt_consolidation,0.04,MORTGAGE,7238.92,6,11751,3,10
7002,15000,14900,0.15,36,major_purchase,0.09,RENT,3000,8,0,2,1
53002,18000,18000,0.09,36,home_improvement,0.13,MORTGAGE,10500,15,4856,2,1
32737,5400,5375,0.09,36,small_business,0.06,RENT,3000,2,90,2,n/a
47286,23000,22950,0.16,36,credit_card,0.16,RENT,7083.33,8,9664,2,4
16577,8000,7950,0.06,36,home_improvement,0.2,OWN,5833.33,8,0,0,3
35530,3000,2950,0.13,36,debt_consolidation,0.04,OWN,1200,4,1643,0,1
23575,7200,7200,0.07,36,credit_card,0.12,MORTGAGE,7083.33,6,15933,1,3
99508,15350,15350,0.16,36,credit_card,0.07,MORTGAGE,5666.67,6,8128,0,1
72670,6000,6000,0.12,36,wedding,0.21,RENT,3333.33,8,4638,0,2
2882,15000,8081.65,0.13,36,debt_consolidation,0.13,MORTGAGE,2583.33,3,4923,2,9
20093,5000,5000,0.13,60,moving,0.13,RENT,4416.67,13,7686,0,1
9020,2575,2575,0.07,36,educational,0.05,RENT,6875,6,4678,2,3
52639,1800,1800,0.14,36,vacation,0.24,RENT,4250,11,5757,0,5
76348,10000,10000,0.14,36,NA,0.26,MORTGAGE,5416.67,6,18652,1,6
57727,7750,7750,0.11,36,debt_consolidation,0.07,MORTGAGE,2916.67,5,6889,0,6
91915,12000,12000,0.16,36,debt_consolidation,0.29,RENT,5666.67,21,16822,2,3
97696,10000,10000,0.06,36,debt_consolidation,0.16,MORTGAGE,8333.33,11,14832,0,10
51525,4950,4950,0.14,36,debt_consolidation,0.14,MORTGAGE,4166.67,15,8379,0,5
41626,8400,8350,0.06,36,medical,0.15,MORTGAGE,3200,6,10576,0,n/a
71634,3500,3500,0.12,36,other,0.18,MORTGAGE,5416.67,15,4067,3,1
51795,12000,12000,0.16,36,credit_card,0,MORTGAGE,7083.33,16,16993,2,7
73201,18000,18000,0.22,60,credit_card,0.17,MORTGAGE,5562.92,13,14866,3,7
31566,14675,14650,0.13,60,debt_consolidation,0.29,RENT,3167,7,21088,1,6
90826,13000,13000,0.14,36,credit_card,0.16,RENT,3250,6,6930,0,2
64262,15000,15000,0.13,36,debt_consolidation,0.33,RENT,4166.67,10,13198,0,9
2749,8250,8205.63,0.09,36,credit_card,0.24,MORTGAGE,3300,17,29576,2,8
73233,6900,6900,0.14,36,credit_card,0.18,OWN,4166.67,9,9720,1,10
88842,35000,35000,0.2,60,debt_consolidation,0.13,MORTGAGE,10416.67,14,26487,4,2
8773,25000,23995.24,0.11,36,debt_consolidation,0.12,RENT,11166.67,6,28556,0,7
94795,9600,9600,0.11,36,debt_consolidation,0.21,MORTGAGE,3833.33,9,44403,1,5
71783,9000,8975,0.07,36,debt_consolidation,0.17,MORTGAGE,6750,7,12553,2,7
65113,6500,6500,0.09,36,credit_card,0.31,MORTGAGE,6000,14,61865,2,1
5189,1750,1750,0.11,36,credit_card,0.08,RENT,1833.33,4,1838,0,2
20592,5000,5000,0.05,36,wedding,0.23,RENT,2833.33,7,4573,0,3
71038,6000,6000,0.16,36,debt_consolidation,0.16,RENT,2500,5,5892,1,4
72764,25000,25000,0.14,36,debt_consolidation,0.19,RENT,6083.33,19,14666,0,10
77043,13000,13000,0.14,36,debt_consolidation,0.11,MORTGAGE,3358.33,7,6327,1,10
51326,5875,5875,0.08,36,other,0.15,RENT,5416.67,15,2617,2,4
57788,5000,5000,0.16,36,debt_consolidation,0.21,RENT,4583.33,19,11991,1,6
13386,16000,7925,0.16,60,debt_consolidation,0.17,MORTGAGE,5500,6,6842,0,9
17877,12000,12000,0.1,60,small_business,0.14,MORTGAGE,6666.67,10,6969,1,4
88396,35000,35000,0.12,36,debt_consolidation,0.2,MORTGAGE,13933.33,18,24288,0,1
19466,4800,4775,0.06,36,car,0.12,RENT,2800,6,9228,0,3
19859,6500,6500,0.11,36,credit_card,0.14,MORTGAGE,2253,11,7558,1,2
19297,25000,25000,0.13,36,other,0.04,MORTGAGE,11500,4,6578,0,1
82626,1000,1000,0.08,36,debt_consolidation,0.06,MORTGAGE,9333.33,6,350,4,2
8078,16000,16000,0.13,36,debt_consolidation,0.15,MORTGAGE,4166.67,6,1962,1,2
102374,7675,2275,0.15,36,other,0.18,MORTGAGE,11666.67,13,12578,0,9
78732,13600,13600,0.09,36,debt_consolidation,0.11,RENT,10000,15,18028,0,10
71751,12000,12000,0.15,36,debt_consolidation,0.33,RENT,5500,21,13559,1,3
20020,15000,15000,0.1,36,house,0.27,MORTGAGE,5250,11,44850,1,10
89844,7125,7125,0.18,36,debt_consolidation,0.11,MORTGAGE,5636.75,14,5383,2,8
35991,35000,34977.35,0.22,60,house,0.14,RENT,20833.33,12,79792,0,6
92975,11575,11575,0.13,60,debt_consolidation,0.18,MORTGAGE,3750,12,18790,1,10
5274,5000,5000,0.07,36,major_purchase,0.14,RENT,6000,7,1751,0,6
48009,5000,5000,0.08,36,debt_consolidation,0.03,OWN,2500,5,4864,0,3
1046,5000,527.49,0.13,36,debt_consolidation,0.13,RENT,4833,10,9816,0,4
35719,7000,7000,0.08,36,debt_consolidation,0.13,MORTGAGE,6250,13,19848,0,10
102294,20000,16755.89,0.15,36,debt_consolidation,0.25,MORTGAGE,6916.67,10,26938,0,10
22561,7000,7000,0.07,36,debt_consolidation,0.17,RENT,4583.33,13,6897,0,5
7816,20000,19900,0.1,36,debt_consolidation,0.18,MORTGAGE,7833.33,14,49898,0,5
47745,6000,6000,0.08,36,major_purchase,0.2,MORTGAGE,7750,16,7533,1,8
21458,14000,14000,0.08,36,major_purchase,0.11,MORTGAGE,21666.67,14,13850,3,1
62166,30000,30000,0.19,36,debt_consolidation,0.15,MORTGAGE,9166.67,20,22299,1,1
42655,18225,18200,0.18,36,debt_consolidation,0.25,MORTGAGE,5000,12,16398,2,7
19255,12000,12000,0.07,36,other,0.16,MORTGAGE,11667,9,113671,0,4
51684,10000,10000,0.12,36,debt_consolidation,0.13,MORTGAGE,5833.33,8,13885,0,6
22667,16300,16275,0.15,36,credit_card,0.24,MORTGAGE,5222,11,40988,1,10
587,11000,2116.76,0.14,36,debt_consolidation,0.21,OWN,4167,14,17436,0,2
13863,25000,20850,0.16,60,small_business,0.01,MORTGAGE,5666.67,2,0,4,10
89627,24000,24000,0.12,36,debt_consolidation,0.29,MORTGAGE,7500,12,14804,1,1
32044,6000,6000,0.07,36,major_purchase,0.09,OWN,2462.75,11,8644,0,2
25141,10000,9975,0.11,60,debt_consolidation,0.23,MORTGAGE,5623.33,11,26898,1,10
65250,2000,2000,0.09,36,car,0.24,OWN,3000,5,2117,1,10
87148,6625,6600,0.11,36,credit_card,0.1,OWN,1916.67,10,5449,0,n/a
102167,20000,6350.01,0.17,36,debt_consolidation,0.21,RENT,5333.33,11,11881,4,1
3630,12000,11925,0.1,36,other,0.09,MORTGAGE,6250,8,5212,2,1
20690,4200,4200,0.07,36,debt_consolidation,0.07,RENT,5133.33,4,5475,1,4
103394,6950,6875,0.13,36,other,0.13,MORTGAGE,7916.67,5,1593,4,10
32875,6000,6000,0.08,36,major_purchase,0.05,MORTGAGE,10916,18,6317,4,6
29116,8400,8400,0.11,36,debt_consolidation,0.25,MORTGAGE,7583,9,342,0,1
14340,5000,5000,0.08,36,home_improvement,0.17,MORTGAGE,5833.33,18,19771,2,10
82457,4750,4750,0.1,36,credit_card,0.32,MORTGAGE,3500,15,36512,0,10
12895,15000,14925,0.11,60,moving,0.18,RENT,5761,12,2691,2,10
98544,12000,12000,0.16,36,home_improvement,0.05,MORTGAGE,2916.67,13,10360,2,5
1324,4000,212,0.08,36,other,0.11,RENT,3417,11,2775,3,1
16593,12800,12700,0.13,60,debt_consolidation,0.09,RENT,5166.67,7,7942,0,5
36466,12000,11950,0.09,60,car,0.1,MORTGAGE,9866,9,2787,0,4
37814,9425,9425,0.13,36,credit_card,0.16,RENT,3750,12,15116,0,8
43682,28000,28000,0.12,36,debt_consolidation,0.03,MORTGAGE,27083.33,5,12888,1,5
70424,30000,29975,0.21,60,debt_consolidation,0.17,MORTGAGE,8666.67,8,47503,0,6
27552,9600,9600,0.18,36,debt_consolidation,0.15,MORTGAGE,5166.67,8,13041,1,10
3606,7800,7242.07,0.13,36,debt_consolidation,0.17,RENT,6000,8,13835,0,4
39094,12000,12000,0.11,36,debt_consolidation,0.26,RENT,5833.33,15,24893,3,10
83231,9600,9600,0.15,36,debt_consolidation,0.13,MORTGAGE,6000,13,11407,2,10
9533,6000,6000,0.11,36,credit_card,0.23,MORTGAGE,5000,15,46125,1,2
19581,7500,7500,0.11,60,debt_consolidation,0.24,RENT,1820,13,4409,2,2
50339,7000,6950,0.06,36,debt_consolidation,0.08,OWN,2750,8,10860,0,4
35460,10000,10000,0.12,36,debt_consolidation,0.06,RENT,4333.33,8,7072,0,10
102138,3200,2799.99,0.13,36,credit_card,0.17,MORTGAGE,6476,14,80837,4,10
13279,13000,12850,0.1,36,debt_consolidation,0.12,MORTGAGE,10533.33,13,37252,0,1
71487,35000,35000,0.25,60,debt_consolidation,0.08,MORTGAGE,10000,12,21391,2,10
97364,20800,20775,0.07,36,credit_card,0.16,MORTGAGE,10833.33,11,15192,0,10
77135,1600,1600,0.16,36,debt_consolidation,0.08,RENT,2666.67,7,5504,2,6
67373,10050,9900,0.06,36,small_business,0.21,RENT,2500,11,13669,0,9
51379,8000,7997.85,0.18,36,debt_consolidation,0.21,MORTGAGE,8583.33,15,14584,3,5
97075,16000,16000,0.12,36,debt_consolidation,0.24,RENT,6250,8,10304,2,1
46056,11700,11675,0.08,36,home_improvement,0.06,MORTGAGE,3320.83,11,14301,0,10
72277,13475,13475,0.12,36,debt_consolidation,0.28,MORTGAGE,5666.67,12,7722,1,7
31190,14500,14500,0.05,36,home_improvement,0.07,MORTGAGE,10000,9,40,0,10
103224,5000,5000,0.15,36,other,0.06,RENT,3083.33,8,4680,4,5
53652,13600,13575,0.07,36,debt_consolidation,0.17,MORTGAGE,11250,11,77377,1,4
75321,2200,2200,0.09,36,debt_consolidation,0.14,RENT,7083.33,10,14980,1,10
49761,9000,9000,0.1,36,credit_card,0.19,MORTGAGE,5833.33,12,12035,0,10
87513,27925,27925,0.22,60,debt_consolidation,0.04,MORTGAGE,7000,14,9914,2,n/a
80353,9450,9450,0.14,36,debt_consolidation,0.25,RENT,2916.67,12,11555,0,4
25236,15175,15175,0.2,60,debt_consolidation,0.19,RENT,4333.33,6,18049,0,8
30497,10000,10000,0.07,36,debt_consolidation,0.08,RENT,3166.67,4,0,0,1
96700,16000,16000,0.16,36,debt_consolidation,0.21,RENT,5416.67,13,14246,1,1
85272,13200,13200,0.15,36,debt_consolidation,0.09,MORTGAGE,3333.33,10,5400,3,10
60220,20000,20000,0.19,60,other,0.06,RENT,15416.67,13,15026,3,1
78437,8500,8500,0.18,36,other,0.18,RENT,2583.33,9,13718,0,2
40066,3000,3000,0.14,36,debt_consolidation,0.11,OWN,3833,11,5515,1,1
91905,10000,10000,0.15,36,credit_card,0.19,MORTGAGE,5583.33,16,12723,1,2
99247,14075,14075,0.16,36,debt_consolidation,0.11,MORTGAGE,10416.67,10,7653,3,10
62996,19000,19000,0.2,60,credit_card,0.2,RENT,4500,13,11388,1,3
2088,25000,11696.88,0.13,36,small_business,0.06,MORTGAGE,8666.67,9,1900,4,10
84001,9000,9000,0.13,36,credit_card,0.24,MORTGAGE,4229.17,11,7496,0,1
80275,6775,6775,0.13,36,debt_consolidation,0.1,RENT,6666.67,14,5457,2,1
24608,2200,2200,0.15,36,debt_consolidation,0.16,RENT,2500,7,2476,2,2
2891,10800,10550,0.08,36,home_improvement,0.07,MORTGAGE,11250,7,10232,2,1
94245,16800,16800,0.14,60,debt_consolidation,0.22,MORTGAGE,6666.67,14,23740,0,1
25703,3500,3500,0.16,36,home_improvement,0.14,MORTGAGE,6833.33,7,11526,3,8
24038,9250,9250,0.19,60,debt_consolidation,0.19,MORTGAGE,4448,9,22704,0,10
31842,23400,23400,0.07,36,debt_consolidation,0.16,RENT,5580,6,2086,0,1
81514,10375,10375,0.08,36,debt_consolidation,0.28,MORTGAGE,4500,7,0,0,5
66437,9325,9300,0.14,36,debt_consolidation,0.21,RENT,3333.33,10,27007,1,1
49263,18000,18000,0.21,60,debt_consolidation,0.16,RENT,6500,10,4256,0,10
68113,5375,5375,0.09,36,debt_consolidation,0.29,RENT,3416.67,6,3007,2,1
99898,3700,3700,0.16,36,credit_card,0.32,RENT,3000,9,14151,0,1
65485,19125,19125,0.18,36,debt_consolidation,0.09,RENT,4166.67,8,19761,3,10
67349,1625,1625,0.15,36,major_purchase,0.04,OWN,1666.67,3,1759,4,3
39590,26000,25975,0.17,60,home_improvement,0.12,MORTGAGE,4416.67,5,7560,1,10
36450,6650,6650,0.18,60,debt_consolidation,0.17,MORTGAGE,3084,16,5646,2,3
31456,1000,1000,0.11,36,debt_consolidation,0.21,RENT,4666.67,16,26558,0,10
2407,18000,17896.62,0.14,36,wedding,0.08,MORTGAGE,5833.33,5,18505,1,3
3841,8000,7975,0.13,36,wedding,0.17,MORTGAGE,3521,13,4075,0,3
103033,4575,4575,0.16,36,credit_card,0.14,OTHER,5833.33,25,82586,2,2
52353,35000,34950,0.22,60,debt_consolidation,0.19,MORTGAGE,14166.67,14,51314,3,3
51625,10000,10000,0.12,36,debt_consolidation,0.12,MORTGAGE,4375,7,11070,0,5
91179,32350,32350,0.18,36,debt_consolidation,0.2,OWN,6000,15,39513,1,3
16680,16000,16000,0.13,36,debt_consolidation,0.16,MORTGAGE,3600,9,26357,2,3
73961,13750,13750,0.14,36,credit_card,0.25,RENT,3000,12,16734,1,1
95827,5600,5600,0.11,36,credit_card,0.28,MORTGAGE,11666.67,18,194205,0,10
79106,21000,20950,0.24,60,debt_consolidation,0.25,RENT,7458.33,14,11973,0,10
53903,12000,12000,0.08,36,home_improvement,0.22,MORTGAGE,5416.67,8,28146,0,10
31290,12000,12000,0.13,36,debt_consolidation,0.16,MORTGAGE,6250,13,13528,1,7
26608,3600,3600,0.14,36,other,0.1,RENT,5750,8,10766,2,4
16549,25000,15175,0.16,60,debt_consolidation,0.22,MORTGAGE,7083.33,8,9133,0,4
16631,8400,8400,0.09,60,car,0.22,MORTGAGE,4833.33,6,19187,0,3
92743,24375,24300,0.16,60,debt_consolidation,0.31,MORTGAGE,4708.33,18,49136,0,10
83058,8575,8575,0.16,36,debt_consolidation,0.34,MORTGAGE,4541.67,15,5180,1,10
87620,13800,13800,0.12,36,debt_consolidation,0.17,RENT,4250,8,11366,0,1
31254,17000,17000,0.11,36,debt_consolidation,0.14,RENT,5083.33,9,13883,0,4
58027,11000,11000,0.14,36,debt_consolidation,0.13,MORTGAGE,4666.67,8,10482,0,6
12131,7800,7800,0.14,36,other,0.22,RENT,2508.33,5,25780,0,1
30255,3725,3725,0.11,36,credit_card,0.19,RENT,11666.67,21,43987,0,10
57001,11000,11000,0.17,36,other,0.11,MORTGAGE,5000,7,10070,3,10
61049,8500,8500,0.15,36,debt_consolidation,0.08,RENT,3333.33,5,8844,0,1
58569,10000,10000,0.1,36,credit_card,0.07,RENT,4583.33,14,13511,0,7
37224,12000,12000,0.12,60,debt_consolidation,0.23,MORTGAGE,4000,8,15010,0,10
59159,31500,31425,0.12,60,other,0.21,RENT,5250,10,11936,0,10
84476,19000,19000,0.15,60,debt_consolidation,0.28,RENT,3617.21,8,25692,0,3
94507,12000,12000,0.1,36,debt_consolidation,0.14,MORTGAGE,8791.67,10,17185,2,8
69461,19125,19125,0.1,36,debt_consolidation,0.26,RENT,4000,5,0,0,5
8194,6525,6500,0.16,36,other,0.1,RENT,3166.67,3,2494,1,1
72283,8975,8975,0.08,36,debt_consolidation,0.22,MORTGAGE,9166.67,18,61613,3,10
32215,6000,5975,0.06,36,other,0.11,MORTGAGE,6250,9,89985,2,n/a
47228,20800,20800,0.19,60,credit_card,0.16,RENT,6916.67,20,28764,1,10
41426,8400,8400,0.14,36,debt_consolidation,0.12,MORTGAGE,4166.67,10,16634,1,10
79725,20000,20000,0.18,36,debt_consolidation,0.13,MORTGAGE,13583.33,17,30679,1,1
85720,18550,18550,0.12,36,debt_consolidation,0.11,MORTGAGE,3941,14,9438,0,n/a
65819,9600,9600,0.12,36,credit_card,0.25,RENT,4750,11,29475,0,5
60947,6000,6000,0.06,36,major_purchase,0.13,MORTGAGE,6666.67,13,8581,0,10
66542,14000,14000,0.15,36,credit_card,0.11,RENT,7333.33,7,6229,1,1
17609,17000,16573.33,0.13,36,debt_consolidation,0.16,RENT,4333.33,5,19053,0,10
41569,13250,13225,0.11,36,credit_card,0.25,RENT,3333.33,13,16192,0,1
53373,13000,13000,0.1,36,credit_card,0.25,RENT,4166.67,10,15534,0,6
65052,20000,20000,0.12,36,debt_consolidation,0.16,MORTGAGE,4166.67,7,15917,0,1
63133,7000,7000,0.15,36,credit_card,0.16,RENT,2666.67,11,11529,0,5
85485,12000,12000,0.17,36,debt_consolidation,0.15,MORTGAGE,4166.67,7,12318,1,1
49712,4200,4200,0.08,36,debt_consolidation,0.07,OWN,10416.67,15,10819,1,2
1973,15000,7100,0.12,36,debt_consolidation,0.12,MORTGAGE,5000,15,31563,3,1
17961,1775,1775,0.07,36,debt_consolidation,0.2,RENT,3333.33,11,2038,0,1
64307,10000,10000,0.12,36,home_improvement,0.19,MORTGAGE,3250,10,19354,0,10
37291,14400,14375,0.13,60,debt_consolidation,0.16,RENT,6250,6,28675,1,7
28276,16000,13150,0.08,36,credit_card,0.1,RENT,5416.67,15,15119,0,6
9762,10000,9975,0.13,36,debt_consolidation,0.15,MORTGAGE,6307.42,11,18823,0,10
16996,3000,2950,0.06,36,small_business,0.08,RENT,5416.67,13,10380,1,1
47673,20000,20000,0.08,36,debt_consolidation,0.21,RENT,4333.33,9,13169,1,10
95606,6000,6000,0.16,36,debt_consolidation,0.21,RENT,2176.67,13,4356,1,2
40351,7050,7050,0.13,36,debt_consolidation,0.14,MORTGAGE,5624,6,2530,3,4
70321,11325,11325,0.12,36,other,0.09,RENT,2833.33,3,9137,0,10
62797,2000,2000,0.16,36,home_improvement,0.31,MORTGAGE,4166.67,9,3313,1,2
1760,11000,6557.05,0.13,36,other,0.02,RENT,6667,7,4526,0,10
95560,10000,10000,0.14,36,debt_consolidation,0.24,RENT,2750,4,14317,0,2
101158,15000,15000,0.16,36,credit_card,0.11,RENT,5000,14,13611,0,4
38040,23000,22975,0.19,60,debt_consolidation,0.21,RENT,5166.67,13,23773,0,6
89677,10000,10000,0.15,36,credit_card,0.26,MORTGAGE,5416.67,12,7161,3,n/a
15949,4000,4000,0.12,60,other,0.03,MORTGAGE,9417,5,13865,0,5
23710,13000,12909.48,0.11,36,debt_consolidation,0.19,RENT,3200,7,28032,1,1
10,5000,525,0.09,36,home_improvement,0.12,MORTGAGE,15000,16,60568,1,2
38028,6400,6400,0.08,36,major_purchase,0.1,RENT,6400,11,12306,1,1
49038,3825,3800,0.08,36,small_business,0.04,RENT,3333.33,3,5106,0,5
56804,8000,8000,0.18,36,debt_consolidation,0.04,RENT,7750,9,8080,1,5
41014,8000,7975,0.17,36,debt_consolidation,0.09,MORTGAGE,1833.33,7,2963,1,3
84840,6000,6000,0.15,36,debt_consolidation,0.06,RENT,11833.33,21,21567,0,5
35260,2500,2500,0.09,36,other,0.22,RENT,2583.33,7,5883,3,2
85721,10000,10000,0.13,36,debt_consolidation,0.19,RENT,4625,13,7411,0,2
46870,14600,14600,0.1,36,credit_card,0.3,OWN,2500,14,23616,1,2
16032,24000,23800,0.21,60,other,0.13,RENT,9166.67,7,4324,0,10
100985,2200,2200,0.08,36,major_purchase,0.08,MORTGAGE,5500,8,2927,0,3
84917,10000,10000,0.13,36,debt_consolidation,0.19,RENT,8744.26,16,27086,0,1
57190,5000,5000,0.1,36,credit_card,0.28,MORTGAGE,4583.33,15,38092,0,10
38205,12300,12300,0.08,36,debt_consolidation,0.22,RENT,3750,6,27282,1,7
5794,2500,2500,0.13,36,debt_consolidation,0.16,MORTGAGE,3166.67,10,3777,2,1
